,card_number,expiry_date,card_provider,date_payment_confirmed
12294,213146517899377,08/31,JCB 15 digit,2007-05-29
12295,4918426530415,08/29,VISA 13 digit,1998-05-09
12296,213174989035783,02/31,JCB 15 digit,2000-03-22
12297,3504253150870410,01/27,JCB 16 digit,2021-07-27
12298,4303249455969,10/27,VISA 13 digit,2022-03-18
12299,3501426629872350,03/31,JCB 16 digit,2007-04-28
12300,4493609462935620,07/32,VISA 16 digit,2004-04-06
12301,180061034554513,04/28,JCB 15 digit,2010-12-26
12302,6011994869975520,01/28,Discover,1996-12-11
12303,30436277330908,07/24,Diners Club / Carte Blanche,2006-11-15
12304,4660496534814600,08/28,VISA 16 digit,2002-02-01
12305,4852610972681070000,02/32,VISA 19 digit,2018-05-17
12306,4291449218627580000,12/27,VISA 19 digit,2003-11-28
12307,180086160422425,05/30,JCB 15 digit,2017-01-02
12308,4220762581797680,10/26,VISA 16 digit,2001-08-28
12309,180022640584757,11/31,JCB 15 digit,2021-09-08
12310,3540006568955500,03/29,JCB 16 digit,2014-02-26
12311,2239993631953810,12/29,Mastercard,1994-10-30
12312,373056565781151,05/26,American Express,1993-02-17
12313,4601670630143430,09/27,VISA 16 digit,1998-01-15
12314,4036704856227590,05/27,VISA 16 digit,2007-05-29
12315,4327603699367,08/30,VISA 13 digit,2017-05-12
12316,2228335661426630,11/27,Mastercard,2003-09-05
12317,4397734133259320,03/28,VISA 16 digit,2013-09-01
12318,501858658179,01/29,Maestro,2019-12-19
12320,30369599441568,05/32,Diners Club / Carte Blanche,2019-07-27
12321,30565262413947,09/28,Diners Club / Carte Blanche,2012-08-21
12322,38864320908283,09/28,Diners Club / Carte Blanche,2001-10-14
12323,30222628621173,03/31,Diners Club / Carte Blanche,2020-12-07
12324,3505709964068810,08/24,JCB 16 digit,2019-12-11
12325,377466259705729,10/30,American Express,2021-02-12
12326,5577943133184550,03/28,Mastercard,1992-12-17
12327,502044022742,01/29,Maestro,2012-02-11
12328,213176237209011,02/29,JCB 15 digit,2019-04-01
12329,30202040781334,07/32,Diners Club / Carte Blanche,2009-04-29
12330,5194664932766970,07/26,Mastercard,2020-06-23
12331,675967945873,06/27,Maestro,2009-01-04
12332,6503393843931600,05/29,Discover,2016-08-14
12333,2321073623533950,11/28,Mastercard,1998-08-17
12334,370854434606234,11/28,American Express,2003-04-11
12335,4989821156568490000,07/30,VISA 19 digit,2007-11-13
12336,4905357526226970,02/26,VISA 16 digit,2008-02-13
12337,3542995827336440,12/23,JCB 16 digit,2015-08-29
12338,4109999255970410,05/32,VISA 16 digit,1994-05-27
12339,4608621142696900000,09/32,VISA 19 digit,1999-02-09
12340,4844943703466230000,12/26,VISA 19 digit,1995-06-16
12341,3563925571608840,11/28,JCB 16 digit,2009-03-25
12342,676361613265,12/27,Maestro,1999-08-04
12343,639088009746,11/29,Maestro,2004-02-12
12344,2229124834032080,10/25,Mastercard,2000-05-21
12345,3506004139442090,04/25,JCB 16 digit,2012-08-17
12346,3574693572783210,03/26,JCB 16 digit,1993-06-02
12347,4894867768785930,02/29,VISA 16 digit,1998-05-19
12348,3538742544870940,08/23,JCB 16 digit,1999-08-02
12349,4806516796346830,08/23,VISA 16 digit,1999-07-28
12350,3585370627641110,12/26,JCB 16 digit,2017-06-02
12351,30424031420959,11/27,Diners Club / Carte Blanche,2000-04-09
12352,6540124850325150,04/27,Discover,2007-01-08
12353,213135297418748,02/26,JCB 15 digit,2013-09-01
12354,676104738999,06/27,Maestro,2001-12-21
12355,6011729102355040,01/24,Discover,2010-06-25
12356,4621018333415450,12/29,VISA 16 digit,2005-01-25
12357,675971162796,01/26,Maestro,2011-06-08
12358,3586598336470830,01/23,JCB 16 digit,2014-10-08
12359,587231144359,09/32,Maestro,2011-02-26
12360,3519599570627750,07/24,JCB 16 digit,2006-05-21
12361,3559683068266670,08/27,JCB 16 digit,1995-03-05
12362,4282378967882240,08/28,VISA 16 digit,1996-03-21
12363,2277919335464190,07/23,Mastercard,1998-11-25
12364,4480981980856440000,01/28,VISA 19 digit,2008-04-10
12365,4309330703624430,12/23,VISA 16 digit,2022-01-03
12366,5555136860096830,11/30,Mastercard,2005-06-22
12367,3513941865992270,09/30,JCB 16 digit,1992-11-29
12368,4411240117163,08/26,VISA 13 digit,2020-02-18
12369,213170710269451,12/27,JCB 15 digit,2013-03-08
12370,4616433203196,06/31,VISA 13 digit,1996-10-24
12371,2226158661521640,06/25,Mastercard,2002-04-14
12372,4589200283274230000,11/22,VISA 19 digit,2000-11-09
12373,3534231821783430,08/28,JCB 16 digit,2012-02-19
12374,6529859357716950,09/26,Discover,2017-05-12
12376,4643552417886,10/32,VISA 13 digit,1994-11-13
12377,4672435145881630000,11/27,VISA 19 digit,1995-10-08
12378,4489130293589970000,03/25,VISA 19 digit,2008-12-24
12379,6011802312354020,03/24,Discover,2006-07-18
12380,4317841040029810,09/28,VISA 16 digit,1996-06-20
12381,4448821855449,03/23,VISA 13 digit,1994-05-03
12382,346100928966986,10/25,American Express,2010-12-31
12383,4234191203945790,02/30,VISA 16 digit,1994-02-20
12384,3593977084403830,07/32,JCB 16 digit,2002-05-15
12385,341478279311480,12/28,American Express,2001-06-06
12386,342336851904966,01/28,American Express,2002-01-28
12387,4964417396360840,10/28,VISA 16 digit,2011-11-15
12388,349904951356925,10/23,American Express,2021-03-27
12389,4880306022723000,09/24,VISA 16 digit,2020-08-09
12390,346272107751909,02/31,American Express,2020-09-30
12391,30036243103387,04/26,Diners Club / Carte Blanche,2003-12-27
12392,3595701774446830,04/28,JCB 16 digit,2003-12-20
12393,38790548047192,07/32,Diners Club / Carte Blanche,2003-01-16
12394,567771439799,10/31,Maestro,2002-12-04
12395,4161855611029410,12/29,VISA 16 digit,2013-08-27
12396,342820650615683,05/30,American Express,2013-06-19
12397,345922082823658,08/32,American Express,2000-04-22
12398,2252246930539610,12/28,Mastercard,1997-10-29
12399,180081731643088,02/26,JCB 15 digit,2020-10-03
12400,4762460926690160000,02/23,VISA 19 digit,2018-01-01
12401,3514552119703280,04/30,JCB 16 digit,2010-10-26
12402,3585873649919350,02/29,JCB 16 digit,2002-11-30
12403,3524023498628710,10/29,JCB 16 digit,2008-08-29
12404,6599234276027590,06/27,Discover,2020-11-08
12405,377272232348813,12/29,American Express,1996-03-14
12406,3580487151273810,12/23,JCB 16 digit,2008-06-24
12407,345819208211364,10/27,American Express,2021-02-24
12408,2249876498105120,04/25,Mastercard,2013-02-12
12409,213193148367820,04/31,JCB 15 digit,2010-03-04
12410,4501520193273810,06/24,VISA 16 digit,2014-09-21
12411,676265804754,04/30,Maestro,2012-10-09
12412,4912220414106500,01/27,VISA 16 digit,1999-11-03
12413,4728935712630690,05/27,VISA 16 digit,1994-12-09
12414,213119964551742,01/27,JCB 15 digit,2019-12-09
12415,30459333193805,12/24,Diners Club / Carte Blanche,2009-09-27
12416,6011270209902950,06/26,Discover,2009-06-29
12417,4778779234518790,10/31,VISA 16 digit,2005-09-20
12418,3583337445395090,05/25,JCB 16 digit,2014-08-29
12419,4214387627748270000,01/23,VISA 19 digit,2012-08-17
12420,2326451112420230,07/31,Mastercard,2004-09-28
12421,5299357587183270,08/31,Mastercard,2015-10-16
12422,30191900420887,10/28,Diners Club / Carte Blanche,2019-12-10
12423,180026828959442,07/29,JCB 15 digit,2015-02-11
12424,30133613469926,09/29,Diners Club / Carte Blanche,2014-07-16
12425,6011577632273550,12/24,Discover,2004-12-29
12426,6011501927742460,01/27,Discover,1993-03-15
12427,6541957357603980,07/27,Discover,2004-09-25
12428,4629265390837530,08/30,VISA 16 digit,2001-05-01
12429,180023751102983,08/23,JCB 15 digit,2002-08-13
12430,589386409439,10/24,Maestro,1993-01-22
12432,3586384969017000,12/29,JCB 16 digit,2008-04-16
12433,4460674505753880,06/25,VISA 16 digit,2012-08-23
12434,3588732057465870,12/27,JCB 16 digit,1995-04-30
12435,180025531390242,03/27,JCB 15 digit,1995-12-17
12436,342778631271812,09/27,American Express,2021-04-28
12437,30568799542402,01/24,Diners Club / Carte Blanche,2020-05-12
12438,2416706271781240,02/25,Mastercard,1997-07-10
12439,213113554010490,05/23,JCB 15 digit,2002-01-09
12440,30181101653436,10/29,Diners Club / Carte Blanche,2017-03-19
12441,3580433927867250,03/32,JCB 16 digit,2007-05-24
12442,4973489267017,01/28,VISA 13 digit,1993-05-02
12443,180031196672551,12/22,JCB 15 digit,1995-01-23
12444,4758803949162350,05/24,VISA 16 digit,2007-06-12
12445,4771279341598120000,06/30,VISA 19 digit,2009-08-19
12446,4933558557193,06/30,VISA 13 digit,2016-05-02
12447,3579967336964010,10/30,JCB 16 digit,2017-10-07
12448,3558879003649880,12/28,JCB 16 digit,2002-01-16
12449,4261798635364840000,12/28,VISA 19 digit,1993-06-20
12450,30156383147554,08/27,Diners Club / Carte Blanche,2022-04-15
12451,213129578278509,12/27,JCB 15 digit,2021-05-30
12452,3565275373735670,01/30,JCB 16 digit,2015-08-29
12453,3530644341995280,04/29,JCB 16 digit,2016-02-26
12454,345379729903700,04/28,American Express,2001-05-03
12455,376261294657048,03/26,American Express,1993-07-26
12456,3566734374613910,10/29,JCB 16 digit,2004-06-08
12457,4147655431631720,12/28,VISA 16 digit,1999-01-17
12458,6516652804938980,01/29,Discover,2015-07-14
12459,4427876336115020000,07/28,VISA 19 digit,2004-12-27
12460,4973598260684010000,06/24,VISA 19 digit,2013-02-14
12461,5448139826185000,04/23,Mastercard,2008-08-26
12462,3544551770791690,12/27,JCB 16 digit,2001-06-13
12463,4058249848450190000,07/30,VISA 19 digit,2007-01-28
12464,370341750942898,04/29,American Express,1997-11-24
12465,4297109663200710,04/27,VISA 16 digit,2008-01-18
12466,4446893871913000,07/28,VISA 16 digit,2021-04-12
12467,6565055680045160,07/28,Discover,2009-05-28
12468,4308333006782430,04/25,VISA 16 digit,2007-06-06
12469,3540267559067990,07/23,JCB 16 digit,1999-07-21
12470,3591086169339470,09/29,JCB 16 digit,2018-09-16
12471,4465201500559350000,10/31,VISA 19 digit,1999-11-06
12472,38631391641238,10/31,Diners Club / Carte Blanche,2019-08-27
12473,675917042169,05/28,Maestro,2000-12-16
12474,3537942554491460,11/26,JCB 16 digit,2019-10-22
12475,3568017509575740,07/30,JCB 16 digit,2006-02-16
12476,30074732303234,10/31,Diners Club / Carte Blanche,2009-11-14
12477,675958354416,08/30,Maestro,2016-07-20
12478,6011947774577670,12/25,Discover,2006-10-17
12479,4031331889039740000,05/31,VISA 19 digit,2008-07-14
12480,3509570301571400,08/24,JCB 16 digit,1997-03-17
12481,379477463518913,04/31,American Express,1997-02-08
12482,4713608837473090000,10/27,VISA 19 digit,2001-06-19
12483,4730986754022240,01/29,VISA 16 digit,2007-11-11
12484,373169706308444,12/22,American Express,1993-03-28
12485,3547940528319280,06/24,JCB 16 digit,2008-02-15
12486,4651656028648410,07/24,VISA 16 digit,2017-07-12
12488,4239851757516860000,05/27,VISA 19 digit,1995-08-03
12489,6510306412301430,01/31,Discover,2013-10-19
12490,2552229072376910,04/25,Mastercard,2003-05-16
12491,342261339061462,07/25,American Express,2021-07-24
12492,30352166485267,04/31,Diners Club / Carte Blanche,2014-04-15
12493,343129018624950,04/28,American Express,2016-10-15
12494,4761810223503040,09/26,VISA 16 digit,2011-08-26
12495,4387320220509,12/23,VISA 13 digit,1998-12-22
12496,4696186771865760,09/29,VISA 16 digit,2006-09-14
12497,376542955086829,08/25,American Express,2002-02-14
12498,180093418755770,07/27,JCB 15 digit,2003-01-23
12499,4722822380228730000,12/27,VISA 19 digit,2006-02-15
12500,213122248647021,03/26,JCB 15 digit,2005-01-15
12501,213122429022002,07/29,JCB 15 digit,2007-07-06
12502,3594636896582220,05/27,JCB 16 digit,2003-09-19
12503,676141614963,11/29,Maestro,2002-09-16
12504,4576344326017,01/31,VISA 13 digit,1994-04-01
12505,3560053307745130,05/27,JCB 16 digit,2016-09-04
12506,343676623741140,12/23,American Express,2012-08-24
12507,3560599013109680,03/23,JCB 16 digit,2014-10-02
12508,4921095089837230,07/31,VISA 16 digit,2018-07-28
12509,30472900462487,03/26,Diners Club / Carte Blanche,2021-04-23
12510,30397401141373,07/30,Diners Club / Carte Blanche,2005-01-06
12511,4458126660295,09/31,VISA 13 digit,2002-01-23
12512,30475481786562,03/28,Diners Club / Carte Blanche,2020-02-22
12513,4801466590513620,09/30,VISA 16 digit,1995-12-19
12514,4681846650903090,01/25,VISA 16 digit,2003-01-30
12515,3501315015444760,05/32,JCB 16 digit,2004-12-21
12516,4261291517032790,05/30,VISA 16 digit,2012-11-28
12517,4199428127316170,03/28,VISA 16 digit,2002-01-15
12518,2260251505868480,02/24,Mastercard,2017-11-30
12519,5456838941521320,06/31,Mastercard,1994-05-24
12520,4463307280871,05/32,VISA 13 digit,2008-07-25
12521,3549200580072330,09/25,JCB 16 digit,2012-08-29
12522,373621638477382,03/28,American Express,1996-12-22
12523,5363777931940180,08/24,Mastercard,2011-11-10
12524,213111068597762,03/23,JCB 15 digit,2012-09-03
12525,3554967364081080,11/25,JCB 16 digit,2019-03-12
12526,676354645050,06/25,Maestro,1995-03-26
12527,30391934532315,12/24,Diners Club / Carte Blanche,2016-04-22
12528,4333526865424,06/27,VISA 13 digit,2007-05-23
12529,6529669927883910,07/25,Discover,1998-05-11
12530,180061360481760,05/25,JCB 15 digit,1998-03-09
12531,4060498380799,01/26,VISA 13 digit,2001-02-28
12532,6011464703456800,06/30,Discover,1993-08-23
12533,4540575213693570,09/26,VISA 16 digit,2005-11-24
12534,379234013764749,01/26,American Express,2015-01-30
12535,379728762018751,04/32,American Express,1996-07-02
12536,4036187960893,11/32,VISA 13 digit,2010-05-02
12537,2702027330988810,07/25,Mastercard,1999-08-24
12538,5563495597441470,02/28,Mastercard,2003-09-12
12539,30154807240634,05/24,Diners Club / Carte Blanche,2022-04-15
12540,4315117520059110000,06/32,VISA 19 digit,1995-03-11
12541,2261270311704120,07/23,Mastercard,2020-09-28
12542,3557792287503020,07/25,JCB 16 digit,1999-05-12
12544,576197693970,04/32,Maestro,1998-02-28
12545,4621922152821,02/29,VISA 13 digit,2004-04-01
12546,213149133200053,12/28,JCB 15 digit,2013-05-11
12547,3507676833409110,03/32,JCB 16 digit,2008-07-29
12548,180039788339422,04/24,JCB 15 digit,2016-03-13
12549,30044470487507,08/23,Diners Club / Carte Blanche,2013-02-26
12550,4039047570351820000,03/28,VISA 19 digit,2000-04-24
12551,4635968270351350000,02/29,VISA 19 digit,2009-06-22
12552,4655848066673,06/26,VISA 13 digit,2006-03-02
12553,6011548827470960,07/30,Discover,2016-03-10
12554,4822837958452510,01/26,VISA 16 digit,2018-09-09
12555,2629063704774420,05/32,Mastercard,2009-11-10
12556,4219497789141,05/29,VISA 13 digit,2010-09-13
12557,501821972830,01/31,Maestro,1999-05-24
12558,30081369569623,08/28,Diners Club / Carte Blanche,2015-02-06
12559,2255619262523800,03/28,Mastercard,2010-02-04
12560,4197315732949880000,10/28,VISA 19 digit,1996-12-07
12561,568858740935,01/24,Maestro,1993-07-09
12562,3585877378811990,08/27,JCB 16 digit,2013-11-26
12563,4217275890216560,02/28,VISA 16 digit,2007-07-29
12564,4870665303256180,08/32,VISA 16 digit,1997-04-18
12565,6580215460265380,03/24,Discover,1995-06-22
12566,4196953571524850000,05/29,VISA 19 digit,2021-11-10
12567,4469169472171060,03/32,VISA 16 digit,2019-12-30
12568,30375245041199,04/26,Diners Club / Carte Blanche,2009-05-29
12569,5197564967374290,11/31,Mastercard,2015-06-13
12570,60480707433,10/30,Maestro,2017-07-31
12571,3537356521147680,12/23,JCB 16 digit,2010-11-29
12572,3518433035613030,08/31,JCB 16 digit,1997-08-23
12573,180000925055685,08/27,JCB 15 digit,2002-04-16
12574,502031844843,02/30,Maestro,2007-01-13
12575,4874567608566060,02/29,VISA 16 digit,2010-09-11
12576,4085529938166,10/32,VISA 13 digit,2006-02-20
12577,3573519614748900,02/27,JCB 16 digit,2013-10-18
12578,341529530479324,03/26,American Express,2016-12-01
12579,4883387662919790000,04/29,VISA 19 digit,2001-08-02
12580,4465778777652860,05/26,VISA 16 digit,2012-09-23
12581,30217589054554,12/28,Diners Club / Carte Blanche,1994-07-28
12582,180079820063846,01/26,JCB 15 digit,2014-12-08
12583,502026835657,12/26,Maestro,2020-11-02
12584,4777699518305160,08/31,VISA 16 digit,2005-12-23
12585,3520763108678020,03/25,JCB 16 digit,1993-03-16
12586,501826918523,07/23,Maestro,2016-04-27
12587,503830497908,10/26,Maestro,2009-02-05
12588,4031846830626900000,05/26,VISA 19 digit,1995-12-27
12589,5454120493453030,11/26,Mastercard,1998-07-08
12590,4618383088874,05/29,VISA 13 digit,2009-01-08
12591,4024947467380410,12/30,VISA 16 digit,1994-06-05
12592,4802330856796950,12/28,VISA 16 digit,2003-04-19
12593,676196846114,07/28,Maestro,2018-07-20
12594,3595452458182840,09/29,JCB 16 digit,1993-08-09
12595,2720205623374500,03/26,Mastercard,2011-01-13
12596,4825595036340,06/31,VISA 13 digit,2000-04-07
12597,501836910205,12/22,Maestro,2006-01-30
12598,30535209463701,07/26,Diners Club / Carte Blanche,2018-11-18
12600,180000760846412,05/23,JCB 15 digit,2007-11-21
12601,213165104322429,01/28,JCB 15 digit,2015-11-25
12602,345316858744174,07/26,American Express,2011-05-11
12603,4944555000503960000,03/31,VISA 19 digit,2006-12-25
12604,38449317623838,06/23,Diners Club / Carte Blanche,2006-01-14
12605,3585991242960520,04/28,JCB 16 digit,1998-11-30
12606,4843515358117850000,08/30,VISA 19 digit,2009-06-26
12607,639036052558,05/26,Maestro,2008-01-11
12608,4542363629574240000,01/32,VISA 19 digit,2003-05-23
12609,372057643795289,11/24,American Express,2013-08-07
12610,4145234107183870000,04/30,VISA 19 digit,2002-08-18
12611,6011314176780900,06/29,Discover,1999-05-11
12612,4053374276009730,07/25,VISA 16 digit,2004-03-16
12613,4070715806351,03/24,VISA 13 digit,1996-02-19
12614,3576531804928090,11/31,JCB 16 digit,1993-07-22
12615,3572596405290850,09/29,JCB 16 digit,2006-07-05
12616,676329676750,07/25,Maestro,1994-03-27
12617,2271982545068560,03/29,Mastercard,2011-03-10
12618,3535267998571310,08/25,JCB 16 digit,2010-10-09
12619,4876095574642710,12/27,VISA 16 digit,2006-03-23
12620,4162355859207140000,09/29,VISA 19 digit,2004-11-19
12621,676146568842,11/32,Maestro,1998-03-04
12622,560845106551,12/30,Maestro,1996-09-07
12623,5114556548910350,03/30,Mastercard,2008-10-20
12624,4150694631606,06/26,VISA 13 digit,2017-03-23
12625,3578026235461450,07/23,JCB 16 digit,1998-07-02
12626,3592320735910880,05/26,JCB 16 digit,2001-09-16
12627,213173205803750,08/26,JCB 15 digit,1999-07-25
12628,3573080828041240,01/24,JCB 16 digit,2005-12-06
12629,3571528197823150,03/27,JCB 16 digit,1996-11-30
12630,6509792587935520,07/25,Discover,1995-09-20
12631,4562093119344250,10/25,VISA 16 digit,2004-08-14
12632,3523061612418140,09/30,JCB 16 digit,2015-04-30
12633,378601155713620,03/24,American Express,2021-01-06
12634,4685869860412880,01/29,VISA 16 digit,2016-07-29
12635,6545715783782660,10/31,Discover,2005-03-26
12636,4621755331989080000,07/25,VISA 19 digit,2020-10-03
12637,213121396941939,05/26,JCB 15 digit,2017-12-16
12638,4158720455746860000,01/24,VISA 19 digit,2014-04-09
12639,2325455455513430,04/28,Mastercard,2014-07-20
12640,2278246666150450,04/31,Mastercard,2016-07-30
12641,4873271032231650,01/28,VISA 16 digit,2018-04-08
12642,4146899745687550000,07/25,VISA 19 digit,1996-02-02
12643,6011137134675220,02/24,Discover,2001-04-19
12644,371036019292155,07/30,American Express,2018-10-25
12645,3581400302743850,05/27,JCB 16 digit,2014-05-20
12646,6567000729402700,03/32,Discover,2016-12-10
12647,6563894007180180,01/25,Discover,1999-06-25
12648,4588712240463610,09/32,VISA 16 digit,2000-04-25
12649,3532662075323980,04/23,JCB 16 digit,2000-01-27
12650,4156701723641,01/23,VISA 13 digit,1999-07-18
12651,4733170169108,06/32,VISA 13 digit,2001-02-28
12652,3512872917592630,03/23,JCB 16 digit,2020-01-15
12653,4537989260680890,08/26,VISA 16 digit,2014-09-04
